id,value,cat
17578,8789.0,a
17579,8789.5,b
17580,8790.0,a
17581,8790.5,b
17582,8791.0,a
17583,8791.5,b
17584,8792.0,a
17585,8792.5,b
17586,8793.0,a
17587,8793.5,b
17588,8794.0,a
17589,8794.5,b
17590,8795.0,a
17591,8795.5,b
17592,8796.0,a
17593,8796.5,b
17594,8797.0,a
17595,8797.5,b
17596,8798.0,a
17597,8798.5,b
17598,8799.0,a
17599,8799.5,b
17600,8800.0,a
17601,8800.5,b
17602,8801.0,a
17603,8801.5,b
17604,8802.0,a
17605,8802.5,b
17606,8803.0,a
17607,8803.5,b
17608,8804.0,a
17609,8804.5,b
17610,8805.0,a
17611,8805.5,b
17612,8806.0,a
17613,8806.5,b
17614,8807.0,a
17615,8807.5,b
17616,8808.0,a
17617,8808.5,b
17618,8809.0,a
17619,8809.5,b
17620,8810.0,a
17621,8810.5,b
17622,8811.0,a
17623,8811.5,b
17624,8812.0,a
17625,8812.5,b
17626,8813.0,a
17627,8813.5,b
17628,8814.0,a
17629,8814.5,b
17630,8815.0,a
17631,8815.5,b
17632,8816.0,a
17633,8816.5,b
17634,8817.0,a
17635,8817.5,b
17636,8818.0,a
17637,8818.5,b
17638,8819.0,a
17639,8819.5,b
17640,8820.0,a
17641,8820.5,b
17642,8821.0,a
17643,8821.5,b
17644,8822.0,a
17645,8822.5,b
17646,8823.0,a
17647,8823.5,b
17648,8824.0,a
17649,8824.5,b
17650,8825.0,a
17651,8825.5,b
17652,8826.0,a
17653,8826.5,b
17654,8827.0,a
17655,8827.5,b
17656,8828.0,a
17657,8828.5,b
17658,8829.0,a
17659,8829.5,b
17660,8830.0,a
17661,8830.5,b
17662,8831.0,a
17663,8831.5,b
17664,8832.0,a
17665,8832.5,b
17666,8833.0,a
17667,8833.5,b
17668,8834.0,a
17669,8834.5,b
17670,8835.0,a
17671,8835.5,b
17672,8836.0,a
17673,8836.5,b
17674,8837.0,a
17675,8837.5,b
17676,8838.0,a
17677,8838.5,b
17678,8839.0,a
17679,8839.5,b
17680,8840.0,a
17681,8840.5,b
17682,8841.0,a
17683,8841.5,b
17684,8842.0,a
17685,8842.5,b
17686,8843.0,a
17687,8843.5,b
17688,8844.0,a
17689,8844.5,b
17690,8845.0,a
17691,8845.5,b
17692,8846.0,a
17693,8846.5,b
17694,8847.0,a
17695,8847.5,b
17696,8848.0,a
17697,8848.5,b
17698,8849.0,a
17699,8849.5,b
17700,8850.0,a
17701,8850.5,b
17702,8851.0,a
17703,8851.5,b
17704,8852.0,a
17705,8852.5,b
17706,8853.0,a
17707,8853.5,b
17708,8854.0,a
17709,8854.5,b
17710,8855.0,a
17711,8855.5,b
17712,8856.0,a
17713,8856.5,b
17714,8857.0,a
17715,8857.5,b
17716,8858.0,a
17717,8858.5,b
17718,8859.0,a
17719,8859.5,b
17720,8860.0,a
17721,8860.5,b
17722,8861.0,a
17723,8861.5,b
17724,8862.0,a
17725,8862.5,b
17726,8863.0,a
17727,8863.5,b
17728,8864.0,a
17729,8864.5,b
17730,8865.0,a
17731,8865.5,b
17732,8866.0,a
17733,8866.5,b
17734,8867.0,a
17735,8867.5,b
17736,8868.0,a
17737,8868.5,b
17738,8869.0,a
17739,8869.5,b
17740,8870.0,a
17741,8870.5,b
17742,8871.0,a
17743,8871.5,b
17744,8872.0,a
17745,8872.5,b
17746,8873.0,a
17747,8873.5,b
17748,8874.0,a
17749,8874.5,b
17750,8875.0,a
17751,8875.5,b
17752,8876.0,a
17753,8876.5,b
17754,8877.0,a
17755,8877.5,b
17756,8878.0,a
17757,8878.5,b
17758,8879.0,a
17759,8879.5,b
17760,8880.0,a
17761,8880.5,b
17762,8881.0,a
17763,8881.5,b
17764,8882.0,a
17765,8882.5,b
17766,8883.0,a
17767,8883.5,b
17768,8884.0,a
17769,8884.5,b
17770,8885.0,a
17771,8885.5,b
17772,8886.0,a
17773,8886.5,b
17774,8887.0,a
17775,8887.5,b
17776,8888.0,a
17777,8888.5,b
17778,8889.0,a
17779,8889.5,b
17780,8890.0,a
17781,8890.5,b
17782,8891.0,a
17783,8891.5,b
17784,8892.0,a
17785,8892.5,b
17786,8893.0,a
17787,8893.5,b
17788,8894.0,a
17789,8894.5,b
17790,8895.0,a
17791,8895.5,b
17792,8896.0,a
17793,8896.5,b
17794,8897.0,a
17795,8897.5,b
17796,8898.0,a
17797,8898.5,b
17798,8899.0,a
17799,8899.5,b
17800,8900.0,a
17801,8900.5,b
17802,8901.0,a
17803,8901.5,b
17804,8902.0,a
17805,8902.5,b
17806,8903.0,a
17807,8903.5,b
17808,8904.0,a
17809,8904.5,b
17810,8905.0,a
17811,8905.5,b
17812,8906.0,a
17813,8906.5,b
17814,8907.0,a
17815,8907.5,b
17816,8908.0,a
17817,8908.5,b
17818,8909.0,a
17819,8909.5,b
17820,8910.0,a
17821,8910.5,b
17822,8911.0,a
17823,8911.5,b
17824,8912.0,a
17825,8912.5,b
17826,8913.0,a
17827,8913.5,b
17828,8914.0,a
17829,8914.5,b
17830,8915.0,a
17831,8915.5,b
17832,8916.0,a
17833,8916.5,b
17834,8917.0,a
17835,8917.5,b
17836,8918.0,a
17837,8918.5,b
17838,8919.0,a
17839,8919.5,b
17840,8920.0,a
17841,8920.5,b
17842,8921.0,a
17843,8921.5,b
17844,8922.0,a
17845,8922.5,b
17846,8923.0,a
17847,8923.5,b
17848,8924.0,a
17849,8924.5,b
17850,8925.0,a
17851,8925.5,b
17852,8926.0,a
17853,8926.5,b
17854,8927.0,a
17855,8927.5,b
17856,8928.0,a
17857,8928.5,b
17858,8929.0,a
17859,8929.5,b
17860,8930.0,a
17861,8930.5,b
17862,8931.0,a
17863,8931.5,b
17864,8932.0,a
17865,8932.5,b
17866,8933.0,a
17867,8933.5,b
17868,8934.0,a
17869,8934.5,b
17870,8935.0,a
17871,8935.5,b
17872,8936.0,a
17873,8936.5,b
17874,8937.0,a
17875,8937.5,b
17876,8938.0,a
17877,8938.5,b
17878,8939.0,a
17879,8939.5,b
17880,8940.0,a
17881,8940.5,b
17882,8941.0,a
17883,8941.5,b
17884,8942.0,a
17885,8942.5,b
17886,8943.0,a
17887,8943.5,b
17888,8944.0,a
17889,8944.5,b
17890,8945.0,a
17891,8945.5,b
17892,8946.0,a
17893,8946.5,b
17894,8947.0,a
17895,8947.5,b
17896,8948.0,a
17897,8948.5,b
17898,8949.0,a
17899,8949.5,b
17900,8950.0,a
17901,8950.5,b
17902,8951.0,a
17903,8951.5,b
17904,8952.0,a
17905,8952.5,b
17906,8953.0,a
17907,8953.5,b
17908,8954.0,a
17909,8954.5,b
17910,8955.0,a
17911,8955.5,b
17912,8956.0,a
17913,8956.5,b
17914,8957.0,a
17915,8957.5,b
17916,8958.0,a
17917,8958.5,b
17918,8959.0,a
17919,8959.5,b
17920,8960.0,a
17921,8960.5,b
17922,8961.0,a
17923,8961.5,b
17924,8962.0,a
17925,8962.5,b
17926,8963.0,a
17927,8963.5,b
17928,8964.0,a
17929,8964.5,b
17930,8965.0,a
17931,8965.5,b
17932,8966.0,a
17933,8966.5,b
17934,8967.0,a
17935,8967.5,b
17936,8968.0,a
17937,8968.5,b
17938,8969.0,a
17939,8969.5,b
17940,8970.0,a
17941,8970.5,b
17942,8971.0,a
17943,8971.5,b
17944,8972.0,a
17945,8972.5,b
17946,8973.0,a
17947,8973.5,b
17948,8974.0,a
17949,8974.5,b
17950,8975.0,a
17951,8975.5,b
17952,8976.0,a
17953,8976.5,b
17954,8977.0,a
17955,8977.5,b
17956,8978.0,a
17957,8978.5,b
17958,8979.0,a
17959,8979.5,b
17960,8980.0,a
17961,8980.5,b
17962,8981.0,a
17963,8981.5,b
17964,8982.0,a
17965,8982.5,b
17966,8983.0,a
17967,8983.5,b
17968,8984.0,a
17969,8984.5,b
17970,8985.0,a
17971,8985.5,b
17972,8986.0,a
17973,8986.5,b
17974,8987.0,a
17975,8987.5,b
17976,8988.0,a
17977,8988.5,b
17978,8989.0,a
17979,8989.5,b
17980,8990.0,a
17981,8990.5,b
17982,8991.0,a
17983,8991.5,b
17984,8992.0,a
17985,8992.5,b
17986,8993.0,a
17987,8993.5,b
17988,8994.0,a
17989,8994.5,b
17990,8995.0,a
17991,8995.5,b
17992,8996.0,a
17993,8996.5,b
17994,8997.0,a
17995,8997.5,b
17996,8998.0,a
17997,8998.5,b
17998,8999.0,a
17999,8999.5,b
18000,9000.0,a
18001,9000.5,b
18002,9001.0,a
18003,9001.5,b
18004,9002.0,a
18005,9002.5,b
18006,9003.0,a
18007,9003.5,b
18008,9004.0,a
18009,9004.5,b
18010,9005.0,a
18011,9005.5,b
18012,9006.0,a
18013,9006.5,b
18014,9007.0,a
18015,9007.5,b
18016,9008.0,a
18017,9008.5,b
18018,9009.0,a
18019,9009.5,b
18020,9010.0,a
18021,9010.5,b
18022,9011.0,a
18023,9011.5,b
18024,9012.0,a
18025,9012.5,b
18026,9013.0,a
18027,9013.5,b
18028,9014.0,a
18029,9014.5,b
18030,9015.0,a
18031,9015.5,b
18032,9016.0,a
18033,9016.5,b
18034,9017.0,a
18035,9017.5,b
18036,9018.0,a
18037,9018.5,b
18038,9019.0,a
18039,9019.5,b
18040,9020.0,a
18041,9020.5,b
18042,9021.0,a
18043,9021.5,b
18044,9022.0,a
18045,9022.5,b
18046,9023.0,a
18047,9023.5,b
18048,9024.0,a
18049,9024.5,b
18050,9025.0,a
18051,9025.5,b
18052,9026.0,a
18053,9026.5,b
18054,9027.0,a
18055,9027.5,b
18056,9028.0,a
18057,9028.5,b
18058,9029.0,a
18059,9029.5,b
18060,9030.0,a
18061,9030.5,b
18062,9031.0,a
18063,9031.5,b
18064,9032.0,a
18065,9032.5,b
18066,9033.0,a
18067,9033.5,b
18068,9034.0,a
18069,9034.5,b
18070,9035.0,a
18071,9035.5,b
18072,9036.0,a
18073,9036.5,b
18074,9037.0,a
18075,9037.5,b
18076,9038.0,a
18077,9038.5,b
18078,9039.0,a
18079,9039.5,b
18080,9040.0,a
18081,9040.5,b
18082,9041.0,a
18083,9041.5,b
18084,9042.0,a
18085,9042.5,b
18086,9043.0,a
18087,9043.5,b
18088,9044.0,a
18089,9044.5,b
18090,9045.0,a
18091,9045.5,b
18092,9046.0,a
18093,9046.5,b
18094,9047.0,a
18095,9047.5,b
18096,9048.0,a
18097,9048.5,b
18098,9049.0,a
18099,9049.5,b
18100,9050.0,a
18101,9050.5,b
18102,9051.0,a
18103,9051.5,b
18104,9052.0,a
18105,9052.5,b
18106,9053.0,a
18107,9053.5,b
18108,9054.0,a
18109,9054.5,b
18110,9055.0,a
18111,9055.5,b
18112,9056.0,a
18113,9056.5,b
18114,9057.0,a
18115,9057.5,b
18116,9058.0,a
18117,9058.5,b
18118,9059.0,a
18119,9059.5,b
18120,9060.0,a
18121,9060.5,b
18122,9061.0,a
18123,9061.5,b
18124,9062.0,a
18125,9062.5,b
18126,9063.0,a
18127,9063.5,b
18128,9064.0,a
18129,9064.5,b
18130,9065.0,a
18131,9065.5,b
18132,9066.0,a
18133,9066.5,b
18134,9067.0,a
18135,9067.5,b
18136,9068.0,a
18137,9068.5,b
18138,9069.0,a
18139,9069.5,b
18140,9070.0,a
18141,9070.5,b
18142,9071.0,a
18143,9071.5,b
18144,9072.0,a
18145,9072.5,b
18146,9073.0,a
18147,9073.5,b
18148,9074.0,a
18149,9074.5,b
18150,9075.0,a
18151,9075.5,b
18152,9076.0,a
18153,9076.5,b
18154,9077.0,a
18155,9077.5,b
18156,9078.0,a
18157,9078.5,b
18158,9079.0,a
18159,9079.5,b
18160,9080.0,a
18161,9080.5,b
18162,9081.0,a
18163,9081.5,b
18164,9082.0,a
18165,9082.5,b
18166,9083.0,a
18167,9083.5,b
18168,9084.0,a
18169,9084.5,b
18170,9085.0,a
18171,9085.5,b
18172,9086.0,a
18173,9086.5,b
18174,9087.0,a
18175,9087.5,b
18176,9088.0,a
18177,9088.5,b
18178,9089.0,a
18179,9089.5,b
18180,9090.0,a
18181,9090.5,b
18182,9091.0,a
18183,9091.5,b
18184,9092.0,a
18185,9092.5,b
18186,9093.0,a
18187,9093.5,b
18188,9094.0,a
18189,9094.5,b
18190,9095.0,a
18191,9095.5,b
18192,9096.0,a
18193,9096.5,b
18194,9097.0,a
18195,9097.5,b
18196,9098.0,a
18197,9098.5,b
18198,9099.0,a
18199,9099.5,b
18200,9100.0,a
18201,9100.5,b
18202,9101.0,a
18203,9101.5,b
18204,9102.0,a
18205,9102.5,b
18206,9103.0,a
18207,9103.5,b
18208,9104.0,a
18209,9104.5,b
18210,9105.0,a
18211,9105.5,b
18212,9106.0,a
18213,9106.5,b
18214,9107.0,a
18215,9107.5,b
18216,9108.0,a
18217,9108.5,b
18218,9109.0,a
18219,9109.5,b
18220,9110.0,a
18221,9110.5,b
18222,9111.0,a
18223,9111.5,b
18224,9112.0,a
18225,9112.5,b
18226,9113.0,a
18227,9113.5,b
18228,9114.0,a
18229,9114.5,b
18230,9115.0,a
18231,9115.5,b
18232,9116.0,a
18233,9116.5,b
18234,9117.0,a
18235,9117.5,b
18236,9118.0,a
18237,9118.5,b
18238,9119.0,a
18239,9119.5,b
18240,9120.0,a
18241,9120.5,b
18242,9121.0,a
18243,9121.5,b
18244,9122.0,a
18245,9122.5,b
18246,9123.0,a
18247,9123.5,b
18248,9124.0,a
18249,9124.5,b
18250,9125.0,a
18251,9125.5,b
18252,9126.0,a
18253,9126.5,b
18254,9127.0,a
18255,9127.5,b
18256,9128.0,a
18257,9128.5,b
18258,9129.0,a
18259,9129.5,b
18260,9130.0,a
18261,9130.5,b
18262,9131.0,a
18263,9131.5,b
18264,9132.0,a
18265,9132.5,b
18266,9133.0,a
18267,9133.5,b
18268,9134.0,a
18269,9134.5,b
18270,9135.0,a
18271,9135.5,b
18272,9136.0,a
18273,9136.5,b
18274,9137.0,a
18275,9137.5,b
18276,9138.0,a
18277,9138.5,b
18278,9139.0,a
18279,9139.5,b
18280,9140.0,a
18281,9140.5,b
18282,9141.0,a
18283,9141.5,b
18284,9142.0,a
18285,9142.5,b
18286,9143.0,a
18287,9143.5,b
18288,9144.0,a
18289,9144.5,b
18290,9145.0,a
18291,9145.5,b
18292,9146.0,a
18293,9146.5,b
18294,9147.0,a
18295,9147.5,b
18296,9148.0,a
18297,9148.5,b
18298,9149.0,a
18299,9149.5,b
18300,9150.0,a
18301,9150.5,b
18302,9151.0,a
18303,9151.5,b
18304,9152.0,a
18305,9152.5,b
18306,9153.0,a
18307,9153.5,b
18308,9154.0,a
18309,9154.5,b
18310,9155.0,a
18311,9155.5,b
18312,9156.0,a
18313,9156.5,b
18314,9157.0,a
18315,9157.5,b
18316,9158.0,a
18317,9158.5,b
18318,9159.0,a
18319,9159.5,b
18320,9160.0,a
18321,9160.5,b
18322,9161.0,a
18323,9161.5,b
18324,9162.0,a
18325,9162.5,b
18326,9163.0,a
18327,9163.5,b
18328,9164.0,a
18329,9164.5,b
18330,9165.0,a
18331,9165.5,b
18332,9166.0,a
18333,9166.5,b
18334,9167.0,a
18335,9167.5,b
18336,9168.0,a
18337,9168.5,b
18338,9169.0,a
18339,9169.5,b
18340,9170.0,a
18341,9170.5,b
18342,9171.0,a
18343,9171.5,b
18344,9172.0,a
18345,9172.5,b
18346,9173.0,a
18347,9173.5,b
18348,9174.0,a
18349,9174.5,b
18350,9175.0,a
18351,9175.5,b
18352,9176.0,a
18353,9176.5,b
18354,9177.0,a
18355,9177.5,b
18356,9178.0,a
18357,9178.5,b
18358,9179.0,a
18359,9179.5,b
18360,9180.0,a
18361,9180.5,b
18362,9181.0,a
18363,9181.5,b
18364,9182.0,a
18365,9182.5,b
18366,9183.0,a
18367,9183.5,b
18368,9184.0,a
18369,9184.5,b
18370,9185.0,a
18371,9185.5,b
18372,9186.0,a
18373,9186.5,b
18374,9187.0,a
18375,9187.5,b
18376,9188.0,a
18377,9188.5,b
18378,9189.0,a
18379,9189.5,b
18380,9190.0,a
18381,9190.5,b
18382,9191.0,a
18383,9191.5,b
18384,9192.0,a
18385,9192.5,b
18386,9193.0,a
18387,9193.5,b
18388,9194.0,a
18389,9194.5,b
18390,9195.0,a
18391,9195.5,b
18392,9196.0,a
18393,9196.5,b
18394,9197.0,a
18395,9197.5,b
18396,9198.0,a
18397,9198.5,b
18398,9199.0,a
18399,9199.5,b
18400,9200.0,a
18401,9200.5,b
18402,9201.0,a
18403,9201.5,b
18404,9202.0,a
18405,9202.5,b
18406,9203.0,a
18407,9203.5,b
18408,9204.0,a
18409,9204.5,b
18410,9205.0,a
18411,9205.5,b
18412,9206.0,a
18413,9206.5,b
18414,9207.0,a
18415,9207.5,b
18416,9208.0,a
18417,9208.5,b
18418,9209.0,a
18419,9209.5,b
18420,9210.0,a
18421,9210.5,b
18422,9211.0,a
18423,9211.5,b
18424,9212.0,a
18425,9212.5,b
18426,9213.0,a
18427,9213.5,b
18428,9214.0,a
18429,9214.5,b
18430,9215.0,a
18431,9215.5,b
18432,9216.0,a
18433,9216.5,b
18434,9217.0,a
18435,9217.5,b
18436,9218.0,a
18437,9218.5,b
18438,9219.0,a
18439,9219.5,b
18440,9220.0,a
18441,9220.5,b
18442,9221.0,a
18443,9221.5,b
18444,9222.0,a
18445,9222.5,b
18446,9223.0,a
18447,9223.5,b
18448,9224.0,a
18449,9224.5,b
18450,9225.0,a
18451,9225.5,b
18452,9226.0,a
18453,9226.5,b
18454,9227.0,a
18455,9227.5,b
18456,9228.0,a
18457,9228.5,b
18458,9229.0,a
18459,9229.5,b
18460,9230.0,a
18461,9230.5,b
18462,9231.0,a
18463,9231.5,b
18464,9232.0,a
18465,9232.5,b
18466,9233.0,a
18467,9233.5,b
18468,9234.0,a
18469,9234.5,b
18470,9235.0,a
18471,9235.5,b
18472,9236.0,a
18473,9236.5,b
18474,9237.0,a
18475,9237.5,b
18476,9238.0,a
18477,9238.5,b
18478,9239.0,a
18479,9239.5,b
18480,9240.0,a
18481,9240.5,b
18482,9241.0,a
18483,9241.5,b
18484,9242.0,a
18485,9242.5,b
18486,9243.0,a
18487,9243.5,b
18488,9244.0,a
18489,9244.5,b
18490,9245.0,a
18491,9245.5,b
18492,9246.0,a
18493,9246.5,b
18494,9247.0,a
18495,9247.5,b
18496,9248.0,a
18497,9248.5,b
18498,9249.0,a
18499,9249.5,b
18500,9250.0,a
18501,9250.5,b
18502,9251.0,a
18503,9251.5,b
18504,9252.0,a
18505,9252.5,b
18506,9253.0,a
18507,9253.5,b
18508,9254.0,a
18509,9254.5,b
18510,9255.0,a
18511,9255.5,b
18512,9256.0,a
18513,9256.5,b
18514,9257.0,a
18515,9257.5,b
18516,9258.0,a
18517,9258.5,b
18518,9259.0,a
18519,9259.5,b
18520,9260.0,a
18521,9260.5,b
18522,9261.0,a
18523,9261.5,b
18524,9262.0,a
18525,9262.5,b
18526,9263.0,a
18527,9263.5,b
18528,9264.0,a
18529,9264.5,b
18530,9265.0,a
18531,9265.5,b
18532,9266.0,a
18533,9266.5,b
18534,9267.0,a
18535,9267.5,b
18536,9268.0,a
18537,9268.5,b
18538,9269.0,a
18539,9269.5,b
18540,9270.0,a
18541,9270.5,b
18542,9271.0,a
18543,9271.5,b
18544,9272.0,a
18545,9272.5,b
18546,9273.0,a
18547,9273.5,b
18548,9274.0,a
18549,9274.5,b
18550,9275.0,a
18551,9275.5,b
18552,9276.0,a
18553,9276.5,b
18554,9277.0,a
18555,9277.5,b
18556,9278.0,a
18557,9278.5,b
18558,9279.0,a
18559,9279.5,b
18560,9280.0,a
18561,9280.5,b
18562,9281.0,a
18563,9281.5,b
18564,9282.0,a
18565,9282.5,b
18566,9283.0,a
18567,9283.5,b
18568,9284.0,a
18569,9284.5,b
18570,9285.0,a
18571,9285.5,b
18572,9286.0,a
18573,9286.5,b
18574,9287.0,a
18575,9287.5,b
18576,9288.0,a
18577,9288.5,b
18578,9289.0,a
18579,9289.5,b
18580,9290.0,a
18581,9290.5,b
18582,9291.0,a
18583,9291.5,b
18584,9292.0,a
18585,9292.5,b
18586,9293.0,a
18587,9293.5,b
18588,9294.0,a
18589,9294.5,b
18590,9295.0,a
18591,9295.5,b
18592,9296.0,a
18593,9296.5,b
18594,9297.0,a
18595,9297.5,b
18596,9298.0,a
18597,9298.5,b
18598,9299.0,a
18599,9299.5,b
18600,9300.0,a
18601,9300.5,b
18602,9301.0,a
18603,9301.5,b
18604,9302.0,a
18605,9302.5,b
18606,9303.0,a
18607,9303.5,b
18608,9304.0,a
18609,9304.5,b
18610,9305.0,a
18611,9305.5,b
18612,9306.0,a
18613,9306.5,b
18614,9307.0,a
18615,9307.5,b
18616,9308.0,a
18617,9308.5,b
18618,9309.0,a
18619,9309.5,b
18620,9310.0,a
18621,9310.5,b
18622,9311.0,a
18623,9311.5,b
18624,9312.0,a
18625,9312.5,b
18626,9313.0,a
18627,9313.5,b
18628,9314.0,a
18629,9314.5,b
18630,9315.0,a
18631,9315.5,b
18632,9316.0,a
18633,9316.5,b
18634,9317.0,a
18635,9317.5,b
18636,9318.0,a
18637,9318.5,b
18638,9319.0,a
18639,9319.5,b
18640,9320.0,a
18641,9320.5,b
18642,9321.0,a
18643,9321.5,b
18644,9322.0,a
18645,9322.5,b
18646,9323.0,a
18647,9323.5,b
18648,9324.0,a
18649,9324.5,b
18650,9325.0,a
18651,9325.5,b
18652,9326.0,a
18653,9326.5,b
18654,9327.0,a
18655,9327.5,b
18656,9328.0,a
18657,9328.5,b
18658,9329.0,a
18659,9329.5,b
18660,9330.0,a
18661,9330.5,b
18662,9331.0,a
18663,9331.5,b
18664,9332.0,a
18665,9332.5,b
18666,9333.0,a
18667,9333.5,b
18668,9334.0,a
18669,9334.5,b
18670,9335.0,a
18671,9335.5,b
18672,9336.0,a
18673,9336.5,b
18674,9337.0,a
18675,9337.5,b
18676,9338.0,a
18677,9338.5,b
18678,9339.0,a
18679,9339.5,b
18680,9340.0,a
18681,9340.5,b
18682,9341.0,a
18683,9341.5,b
18684,9342.0,a
18685,9342.5,b
18686,9343.0,a
18687,9343.5,b
18688,9344.0,a
18689,9344.5,b
18690,9345.0,a
18691,9345.5,b
18692,9346.0,a
18693,9346.5,b
18694,9347.0,a
18695,9347.5,b
18696,9348.0,a
18697,9348.5,b
18698,9349.0,a
18699,9349.5,b
18700,9350.0,a
18701,9350.5,b
18702,9351.0,a
18703,9351.5,b
18704,9352.0,a
18705,9352.5,b
18706,9353.0,a
18707,9353.5,b
18708,9354.0,a
18709,9354.5,b
18710,9355.0,a
18711,9355.5,b
18712,9356.0,a
18713,9356.5,b
18714,9357.0,a
18715,9357.5,b
18716,9358.0,a
18717,9358.5,b
18718,9359.0,a
18719,9359.5,b
18720,9360.0,a
18721,9360.5,b
18722,9361.0,a
18723,9361.5,b
18724,9362.0,a
18725,9362.5,b
18726,9363.0,a
18727,9363.5,b
18728,9364.0,a
18729,9364.5,b
18730,9365.0,a
18731,9365.5,b
18732,9366.0,a
18733,9366.5,b
18734,9367.0,a
18735,9367.5,b
18736,9368.0,a
18737,9368.5,b
18738,9369.0,a
18739,9369.5,b
18740,9370.0,a
18741,9370.5,b
18742,9371.0,a
18743,9371.5,b
18744,9372.0,a
18745,9372.5,b
18746,9373.0,a
18747,9373.5,b
18748,9374.0,a
18749,9374.5,b
18750,9375.0,a
18751,9375.5,b
18752,9376.0,a
18753,9376.5,b
18754,9377.0,a
18755,9377.5,b
18756,9378.0,a
18757,9378.5,b
18758,9379.0,a
18759,9379.5,b
18760,9380.0,a
18761,9380.5,b
18762,9381.0,a
18763,9381.5,b
18764,9382.0,a
18765,9382.5,b
18766,9383.0,a
18767,9383.5,b
18768,9384.0,a
18769,9384.5,b
18770,9385.0,a
18771,9385.5,b
18772,9386.0,a
18773,9386.5,b
18774,9387.0,a
18775,9387.5,b
18776,9388.0,a
18777,9388.5,b
18778,9389.0,a
18779,9389.5,b
18780,9390.0,a
18781,9390.5,b
18782,9391.0,a
18783,9391.5,b
18784,9392.0,a
18785,9392.5,b
18786,9393.0,a
18787,9393.5,b
18788,9394.0,a
18789,9394.5,b
18790,9395.0,a
18791,9395.5,b
18792,9396.0,a
18793,9396.5,b
18794,9397.0,a
18795,9397.5,b
18796,9398.0,a
18797,9398.5,b
18798,9399.0,a
18799,9399.5,b
18800,9400.0,a
18801,9400.5,b
18802,9401.0,a
18803,9401.5,b
18804,9402.0,a
18805,9402.5,b
18806,9403.0,a
18807,9403.5,b
18808,9404.0,a
18809,9404.5,b
18810,9405.0,a
18811,9405.5,b
18812,9406.0,a
18813,9406.5,b
18814,9407.0,a
18815,9407.5,b
18816,9408.0,a
18817,9408.5,b
18818,9409.0,a
18819,9409.5,b
18820,9410.0,a
18821,9410.5,b
18822,9411.0,a
18823,9411.5,b
18824,9412.0,a
18825,9412.5,b
18826,9413.0,a
18827,9413.5,b
18828,9414.0,a
18829,9414.5,b
18830,9415.0,a
18831,9415.5,b
18832,9416.0,a
18833,9416.5,b
18834,9417.0,a
18835,9417.5,b
18836,9418.0,a
18837,9418.5,b
18838,9419.0,a
18839,9419.5,b
18840,9420.0,a
18841,9420.5,b
18842,9421.0,a
18843,9421.5,b
18844,9422.0,a
18845,9422.5,b
18846,9423.0,a
18847,9423.5,b
18848,9424.0,a
18849,9424.5,b
18850,9425.0,a
18851,9425.5,b
18852,9426.0,a
18853,9426.5,b
18854,9427.0,a
18855,9427.5,b
18856,9428.0,a
18857,9428.5,b
18858,9429.0,a
18859,9429.5,b
18860,9430.0,a
18861,9430.5,b
18862,9431.0,a
18863,9431.5,b
18864,9432.0,a
18865,9432.5,b
18866,9433.0,a
18867,9433.5,b
18868,9434.0,a
18869,9434.5,b
18870,9435.0,a
18871,9435.5,b
18872,9436.0,a
18873,9436.5,b
18874,9437.0,a
18875,9437.5,b
18876,9438.0,a
18877,9438.5,b
18878,9439.0,a
18879,9439.5,b
18880,9440.0,a
18881,9440.5,b
18882,9441.0,a
18883,9441.5,b
18884,9442.0,a
18885,9442.5,b
18886,9443.0,a
18887,9443.5,b
18888,9444.0,a
18889,9444.5,b
18890,9445.0,a
18891,9445.5,b
18892,9446.0,a
18893,9446.5,b
18894,9447.0,a
18895,9447.5,b
18896,9448.0,a
18897,9448.5,b
18898,9449.0,a
18899,9449.5,b
18900,9450.0,a
18901,9450.5,b
18902,9451.0,a
18903,9451.5,b
18904,9452.0,a
18905,9452.5,b
18906,9453.0,a
18907,9453.5,b
18908,9454.0,a
18909,9454.5,b
18910,9455.0,a
18911,9455.5,b
18912,9456.0,a
18913,9456.5,b
18914,9457.0,a
18915,9457.5,b
18916,9458.0,a
18917,9458.5,b
18918,9459.0,a
18919,9459.5,b
18920,9460.0,a
18921,9460.5,b
18922,9461.0,a
18923,9461.5,b
18924,9462.0,a
18925,9462.5,b
18926,9463.0,a
18927,9463.5,b
18928,9464.0,a
18929,9464.5,b
18930,9465.0,a
18931,9465.5,b
18932,9466.0,a
18933,9466.5,b
18934,9467.0,a
18935,9467.5,b
18936,9468.0,a
18937,9468.5,b
18938,9469.0,a
18939,9469.5,b
18940,9470.0,a
18941,9470.5,b
18942,9471.0,a
18943,9471.5,b
18944,9472.0,a
18945,9472.5,b
18946,9473.0,a
18947,9473.5,b
18948,9474.0,a
18949,9474.5,b
18950,9475.0,a
18951,9475.5,b
18952,9476.0,a
18953,9476.5,b
18954,9477.0,a
18955,9477.5,b
18956,9478.0,a
18957,9478.5,b
18958,9479.0,a
18959,9479.5,b
18960,9480.0,a
18961,9480.5,b
18962,9481.0,a
18963,9481.5,b
18964,9482.0,a
18965,9482.5,b
18966,9483.0,a
18967,9483.5,b
18968,9484.0,a
18969,9484.5,b
18970,9485.0,a
18971,9485.5,b
18972,9486.0,a
18973,9486.5,b
18974,9487.0,a
18975,9487.5,b
18976,9488.0,a
